Column1,Rank,Family,Genus,Species,Museum_code,Museum_country,Publication,Museum_only,In_PBDB,Locality,Continent,Country,lat,lng,Latlng_Precision,Group,Formation,Member,Age_resolution,Max_period,Min_period,early_stage,late_stage,max_ma,min_ma,interval_mid_ma,n_bins,bin_assignment,overlap_percentage,Finalised_lith,Finalised_grainsize,p_lng,p_lat,Combined_name,Finalised_grainsize_simp
1818,Genus,Archaeocidaridae,Archaeocidaris,sp.,AMNH,USA,"Figd, Shumard, 1924, Oklahoma Bur. Geol. Bll, Plate 33 F. 10A",0,NA,"Arbuckle Mountains, Shale Pit of Ada Brick Company near SE Corner of Ada, Stonewall Quad, ESE Pt Sec4, T3N, R6E",North America,USA,34.705,-96.607,Minutes,NA,Francis Formation,NA,Stage,Pennsylvanian,Pennsylvanian,Kasimovian,Kasimovian,307,303.7,305.35,1,65,100,NA,,30.3883,12.4325,Archaeocidaris,NA
1819,Genus,Archaeocidaridae,Archaeocidaris,sp.,AMNH,USA,"Figd. Morgan, 1924",0,Yes,"Arbuckle Mountains, Shale Pit of Ada Brick Company near SE Corner of Ada, Stonewall Quad, ESE Pt Sec4, T3N, R6E",North America,USA,34.705,-96.607,Minutes,NA,Francis Formation,NA,Stage,Pennsylvanian,Pennsylvanian,Kasimovian,Kasimovian,307,303.7,305.35,1,65,100,NA,,30.3883,12.4325,Archaeocidaris,NA
1820,Species,Lepidocentridae,Pholidechinus,brauni,YPM,USA,"Paratype, Jackson 1896,1912",0,NA,"Crawfordsville, Indiana",North America,USA,40.049,-86.9,Minutes,NA,Edwardsville Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,NA,,-36.6853,-8.8446,Pholidechinus brauni,NA
1821,Species,Lepidesthidae,Lepidesthes,wortheni,YPM,USA,"Hypotype, Jackson, 1912",0,NA,"Crawfordsville, Indiana",North America,USA,40.049,-86.9,Minutes,NA,Edwardsville Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Siliciclastic,Siltstone,-36.6853,-8.8446,Lepidesthes wortheni,Fine Grained
1822,Species,Lepidesthidae,Lepidesthes,wortheni,YPM,USA,"Hypotype, Jackson, 1912",0,NA,"Crawfordsville, Indiana",North America,USA,40.049,-86.9,Minutes,NA,Edwardsville Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,NA,,-36.6853,-8.8446,Lepidesthes wortheni,NA
1823,Species,Palaechinidae,Oligoporus,danae,YPM,USA,"Hypotype, Jackson, 1912",0,NA,"Alton, Madison County, Illinois",North America,USA,38.9,-90.16,Minutes,NA,Keokuk Limestone,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Packstone,22.6332,-13.4784,Oligoporus danae,Coarse Grained
1824,Species,Lepidesthidae,Lepidesthes,coreyi,YPM,USA,"Hypotype, Jackson, 1912. Potentially Kesling and Strimple, 1966",0,NA,"Crawfordsville, Indiana",North America,USA,40.049,-86.9,Minutes,NA,Edwardsville Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,NA,,-36.6853,-8.8446,Lepidesthes coreyi,NA
1825,Species,Lepidesthidae,Lepidesthes,coreyi,YPM,USA,"Hypotype, Jackson, 1912",0,NA,"Crawfordsville, Indiana",North America,USA,40.049,-86.9,Minutes,NA,Edwardsville Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Siliciclastic,Siltstone,-36.6853,-8.8446,Lepidesthes coreyi,Fine Grained
1826,Species,Proterocidaridae,Pholidocidaris,irregularis,YPM,USA,"Hypotype, Jackson, 1912",0,NA,"Crawfordsville, Indiana",North America,USA,40.049,-86.9,Minutes,NA,Edwardsville Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Siliciclastic,Siltstone,-36.6853,-8.8446,Pholidocidaris irregularis,Fine Grained
1827,Species,Palaechinidae,Melonechinus,indianensis,YPM,USA,"Hypotype, Jackson, 1912",0,NA,"Greenville, Floyd County, Indiana",North America,USA,38.37,-85.976,Minutes,NA,St. Louis Limestone,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,NA,,-34.6682,-7.9614,Melonechinus indianensis,NA
1828,Species,Palaechinidae,Lovenechinus,missouriensis,YPM,USA,"Hypotype Jackson, 1912",0,NA,"Webb City, Missouri",North America,USA,37.14,-94.465,Minutes,NA,Burlington Limestone,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,,-34.2556,-17.128,Lovenechinus missouriensis,NA
1829,Species,Lepidesthidae,Lepidesthes,colletti,YPM,USA,"Hypotype Jackson, 1912",0,NA,"Indian Creek, Montgomery County, Indiana",North America,USA,39.93,-87.017,Minutes,NA,Edwardsville Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Siliciclastic,Siltstone,-32.7785,-7.2296,Lepidesthes colletti,Fine Grained
1830,Species,Proterocidaridae,Hyattechinus,rarispinus,YPM,USA,"Hypotype Jackson, 1912",0,NA,"Warren, Warren Co. Pennsylvania",North America,USA,41.842,-79.141,Minutes,NA,NA,NA,Stage,Devonian,Devonian,Famennian,Famennian,372.2,358.9,365.55,1,71,100,Siliciclastic,Siltstone,-34.5246,-8.1016,Hyattechinus rarispinus,Fine Grained
1831,Species,Lepidesthidae,Lepidesthes,wortheni,YPM,USA,"Hypotype Jackson, 1912",0,NA,"Crawfordsville, Indiana",North America,USA,40.049,-86.9,Minutes,NA,Edwardsville Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Siliciclastic,Siltstone,-36.6853,-8.8446,Lepidesthes wortheni,Fine Grained
1832,Species,Proterocidaridae,Hyattechinus,rarispinus,YPM,USA,"Hypotype Jackson, 1912",0,NA,"Warren, Warren Co. Pennsylvania",North America,USA,41.842,-79.141,Minutes,Waverly Group,NA,NA,Stage,Devonian,Devonian,Famennian,Famennian,372.2,358.9,365.55,1,71,100,Siliciclastic,Siltstone,-34.5246,-8.1016,Hyattechinus rarispinus,Fine Grained
1833,Species,Lepidocentridae,Pholidechinus,brauni,YPM,USA,"Hypotype Jackson, 1912",0,NA,"Crawfordsville, Indiana",North America,USA,40.049,-86.9,Minutes,NA,Edwardsville Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Siliciclastic,Siltstone,-36.6853,-8.8446,Pholidechinus brauni,Fine Grained
1834,Species,Lepidesthidae,Lepidesthes,coreyi,YPM,USA,"Hypotype, Jackson, 1912. Potentially Kesling and Strimple, 1966",0,NA,"Crawfordsville, Indiana",North America,USA,40.049,-86.9,Minutes,NA,Edwardsville Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Wackestone,-36.6853,-8.8446,Lepidesthes coreyi,Fine Grained
1835,Species,Palaechinidae,Lovenechinus,missouriensis,YPM,USA,"Hypotype Jackson, 1912",0,NA,"Corsicania, Barry County Missouri",North America,USA,36.8,-93.995,Minutes,NA,Boone Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,,8.7142,-0.4309,Lovenechinus missouriensis,NA
1836,Species,Palaechinidae,Melonechinus,multiporus,YPM,USA,"Hypotype Jackson, 1912",0,NA,"St. Louis, Missouri",North America,USA,38.609,-90.209,Degrees,NA,St. Louis Limestone,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,NA,,5.8118,-8.5038,Melonechinus multiporus,NA
1837,Species,Palaechinidae,Lovenechinus,missouriensis,YPM,USA,"Hypotype Jackson, 1912 also, Seilacher and Gishlick, Morphodynamics",0,NA,"Corsicania, Barry County Missouri",North America,USA,36.8,-93.995,Minutes,NA,Boone Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,,8.7142,-0.4309,Lovenechinus missouriensis,NA
1838,Species,Palaechinidae,Melonechinus,multiporus,YPM,USA,"Prolly in Jackson, 1912 and Jackson and Jaggar",0,NA,"St. Louis, Missouri",North America,USA,38.609,-90.209,Degrees,NA,St. Louis Limestone,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Wackestone,5.8118,-8.5038,Melonechinus multiporus,Fine Grained
1839,Species,Palaechinidae,Oligoporus,danae,YPM,USA,"Jackson, 1912",0,Yes,"Alton, Madison County, Illinois",North America,USA,38.9,-90.16,Minutes,NA,Keokuk Limestone,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Wackestone,22.6332,-13.4784,Oligoporus danae,Fine Grained
1840,Species,Palaechinidae,Melonechinus,multiporus,YPM,USA,"Jackson and Jaggar, Jackson 18__",0,NA,"St. Louis, Missouri",North America,USA,38.609,-90.209,Degrees,NA,St. Louis Limestone,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone,5.8118,-8.5038,Melonechinus multiporus,Fine Grained
1841,Species,Lepidesthidae,Lepidesthes,warrenensis,YPM,USA,"Holotype Cooper, 1931",0,NA,"Warren, Warren Co. Pennsylvania",North America,USA,41.842,-79.141,Minutes,NA,NA,NA,Stage,Devonian,Devonian,Famennian,Famennian,372.2,358.9,365.55,1,71,100,Siliciclastic,Siltstone,-34.5246,-8.1016,Lepidesthes warrenensis,Fine Grained
1842,Species,Palaechinidae,Palaechinus,tetrastichus,NMNH,USA,"Kier, 1958",0,Yes,"Type Section of the Lodgepole Limestone, Little Chief Canyon, Fort Belnkap Indian Reservation, Montana",North America,USA,41.661,-111.112,Seconds,NA,Lodgepole Formation,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,Wackestone,-44.6434,4.6479,Palaechinus tetrastichus,Fine Grained
1843,Species,Proterocidaridae,Pholidocidaris,irregularis,NMNH,USA,"Jackson, 1912",0,Yes,"Keokuk, Iowa",North America,USA,40.387,-91.362,Minutes,NA,Keokuk Limestone,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Wackestone,-27.3734,-5.097,Pholidocidaris irregularis,Fine Grained
1844,Species,Lepidocentridae,Pholidechinus,brauni,NMNH,USA,"Jackson, 1912",0,Yes,"Crawfordsville, Indiana",North America,USA,40.049,-86.9,Minutes,NA,Edwardsville Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Siliciclastic,Siltstone,-36.6853,-8.8446,Pholidechinus brauni,Fine Grained
1845,Species,Archaeocidaridae,Archaeocidaris,legrandensis,NMNH,USA,"Kier, 1958",0,Yes,"Gilmore City, Iowa",North America,USA,42.742,-94.446,Seconds,NA,Gilmore City Formation,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,Mudstone,-32.3335,-6.8955,Archaeocidaris legrandensis,Fine Grained
1846,Species,Archaeocidaridae,Archaeocidaris,megastyla,NMNH,USA,"Jackson, 1912",0,Yes,"St. Louis, Missouri",North America,USA,38.609,-90.209,Degrees,NA,St. Louis Limestone,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Wackestone,5.8118,-8.5038,Archaeocidaris megastyla,Fine Grained
1847,Genus,Archaeocidaridae,Archaeocidaris,sp.,NMNH,USA,"White, 1877; Jackson, 1912",0,NA,"Camp Apache, Arizona",North America,USA,33.79,-109.988,Seconds,NA,Red Wall Limestone,NA,Stage,Mississippian,Mississippian,Tournaisian,Visean,358.9,330.9,344.9,2,69,56.43,Carbonate,Wackestone,-0.3977,-28.9522,Archaeocidaris,Fine Grained
1848,Species,Palaechinidae,Palaechinus,strawberryensis,NMNH,USA,Webster 1997,0,NA,"Utah, Beirdneau Hollow, Logan Canyon",North America,USA,41.765,-111.695,Seconds,NA,Henderson Canyon Formation,Brush Canyon Member,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,Mudstone,-60.839,-18.6817,Palaechinus strawberryensis,Fine Grained
1849,Species,Palaechinidae,Palaechinus,strawberryensis,NMNH,USA,"Webster, 1997",0,NA,"Western Wyoming Wall, Strawberry Creek",North America,USA,42.907,-110.853,Seconds,NA,Lodgepole Formation,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,-60.8694,-18.7875,Palaechinus strawberryensis,NA
1850,Species,Palaechinidae,Maccoya,burlingtonensis,NMNH,USA,"Jackson, 1912",0,Yes,"Burlington, Iowa",North America,USA,40.894,-91.182,Degrees,NA,Burlington Limestone,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,Grainstone,-34.9331,-2.8133,Maccoya burlingtonensis,Coarse Grained
1851,Class,NA,NA,NA,NMNH,USA,"Girty, 1908",0,Yes,"Van Horn, Texas, Delaware Mts.",North America,USA,31.04,-104.841,Minutes,Delaware Mountain Group,Delaware Mountain Formation,NA,Stage,Permian,Permian,Roadian,Capitanian,272.95,259.1,266.025,4,59,43.68,NA,,-26.5708,-17.5183,NA,NA
1852,Genus,Archaeocidaridae,Archaeocidaris,sp.,NMNH,USA,"Girty, 1903; Jackson, 1912",0,NA,"Ouray, Colorado",North America,USA,38.024,-107.672,Minutes,NA,Hermosa Formation,NA,Stage,Pennsylvanian,Pennsylvanian,Moscovian,Kasimovian,315.2,303.7,309.45,2,66,71.3,Carbonate,,-59.6979,-20.602,Archaeocidaris,NA
1853,Species,Archaeocidaridae,Archaeocidaris,agassizi,NMNH,USA,"Kier, 1958",0,Yes,"Burlington, Iowa",North America,USA,40.894,-91.182,Degrees,NA,Burlington Limestone,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,Grainstone,-34.9331,-2.8133,Archaeocidaris agassizi,Coarse Grained
1854,Species,Archaeocidaridae,Archaeocidaris,blairi,NMNH,USA,"Kier, 1958, Thompson et al. 2020",0,Yes,"Booneville, Missouri",North America,USA,38.98,-92.739,Minutes,NA,Warsaw Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,NA,,9.413,1.1,Archaeocidaris blairi,NA
1855,Species,Archaeocidaridae,Archaeocidaris,blairi,NMNH,USA,"Kier, 1958",0,Yes,"Booneville, Missouri",North America,USA,38.98,-92.739,Minutes,NA,Warsaw Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,NA,,9.413,1.1,Archaeocidaris blairi,NA
1856,Species,Archaeocidaridae,Archaeocidaris,agassizi,NMNH,USA,Plastoholotype,0,NA,"Burlington, Iowa",North America,USA,40.894,-91.182,Degrees,NA,Burlington Limestone,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,Grainstone,-34.9331,-2.8133,Archaeocidaris agassizi,Coarse Grained
1857,Genus,Archaeocidaridae,Devonocidaris,sp.,NMNH,USA,"Belanski, 1928",0,NA,"Baumgarder Mill, 4 Miles SE of Nora Springs Iowa",North America,USA,43.097,-92.983,Minutes,NA,Shell Rock Formation,Mason City Member,Stage,Devonian,Devonian,Frasnian,Frasnian,382.7,372.2,377.45,1,72,100,Carbonate,Wackestone,-62.9717,-21.4463,Devonocidaris,Fine Grained
1858,Species,Lepidesthidae,Lepidesthes,formosus,UK,USA,"Chesnut and Ettensohn, 1988",0,NA,Sloan's Valley Kentucky,North America,USA,36.938,-84.538,Minutes,NA,Pennington Formation,NA,Stage,Mississippian,Mississippian,Serpukhovian,Serpukhovian,330.9,323.2,327.05,1,68,100,Carbonate,,-4.2278,-18.4091,Lepidesthes formosus,NA
1859,Species,Archaeocidaridae,Archaeocidaris,hemispinifera,UK,USA,"Chesnut and Ettensohn, 1988",0,NA,"Strunk Construction Company Quarry near Tatesville, Pulaski County, Burnside Quadrangle, 220 ft FWLx2200 ft FSL, 15-F-60",North America,USA,36.956,-84.577,Seconds,NA,Pennington Formation,NA,Stage,Mississippian,Mississippian,Serpukhovian,Serpukhovian,330.9,323.2,327.05,1,68,100,Carbonate,,-45.1375,-25.2588,Archaeocidaris hemispinifera,NA
1860,Species,Archaeocidaridae,Archaeocidaris,hemispinifera,UK,USA,"Chesnut and Ettensohn, 1988",0,NA,"Laurel County Quarry, Laurel County, Billows Quadrangle, 300 ft FNL x 1800 ft FWL, 3-H-63",North America,USA,37.164,-84.293,Seconds,NA,Pennington Formation,NA,Stage,Mississippian,Mississippian,Serpukhovian,Serpukhovian,330.9,323.2,327.05,1,68,100,Carbonate,,-4.4059,-18.6132,Archaeocidaris hemispinifera,NA
1861,Species,Lepidesthidae,Lepidesthes,formosus,NMNH,USA,"Jackson, 1912",0,Yes,Sloan's Valley Kentucky,North America,USA,36.938,-84.538,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Serpukhovian,Serpukhovian,330.9,323.2,327.05,1,68,100,Carbonate,,-4.2278,-18.4091,Lepidesthes formosus,NA
1862,Species,Lepidesthidae,Lepidesthes,formosus,NMNH,USA,"Chesnut and Ettensohn, 1988",0,NA,Sloan's Valley Kentucky,North America,USA,36.938,-84.538,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Serpukhovian,Serpukhovian,330.9,323.2,327.05,1,68,100,Carbonate,Wackestone,-4.2278,-18.4091,Lepidesthes formosus,Fine Grained
1863,Family,Lepidocentridae,NA,NA,NMNH,USA,"Chesnut and Ettensohn, 1988",0,NA,Sloan's Valley Kentucky,North America,USA,36.938,-84.538,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Serpukhovian,Serpukhovian,330.9,323.2,327.05,1,68,100,Carbonate,Wackestone,-4.2278,-18.4091,NA,Fine Grained
1864,Species,Lepidesthidae,Lepidesthes,formosus,NMNH,USA,"Chesnut and Ettensohn, 1988",0,NA,Sloan's Valley Kentucky,North America,USA,36.938,-84.538,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Serpukhovian,Serpukhovian,330.9,323.2,327.05,1,68,100,Carbonate,,-4.2278,-18.4091,Lepidesthes formosus,NA
1865,Species,Palaechinidae,Lovenechinus,septies,NMNH,USA,"Jackson, 1912",0,Yes,"Booneville, Missouri",North America,USA,38.98,-92.739,Minutes,NA,Warsaw Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Wackestone,9.413,1.1,Lovenechinus septies,Fine Grained
1866,Species,Lepidocentridae,Lepidechinoides,hunti,NMNH,USA,"Cooper, 1931b",0,NA,"Palmer's Gully, 1.5 miles NW of West Edmeston New York",North America,USA,42.778,-75.304,Seconds,NA,Skaneateles Formation,Butternut Member,Stage,Devonian,Devonian,Givetian,Givetian,387.7,382.7,385.2,1,73,100,Siliciclastic,Siltstone,86.0394,-52.8194,Lepidechinoides hunti,Fine Grained
1867,Species,Lepidesthidae,Lepidesthes,extremis,NMNH,USA,"Jackson, 1912",0,Yes,"New Lexington, Perry County Ohio",North America,USA,39.715,-82.209,Seconds,NA,Allegheney Formation,Putnam Hill Limestone,Stage,Pennsylvanian,Pennsylvanian,Moscovian,Moscovian,315.2,307,311.1,1,66,100,Siliciclastic,Siltstone,27.9494,11.7732,Lepidesthes extremis,Fine Grained
1868,Species,Lepidesthidae,Lepidesthes,formosus,NMNH,USA,"Jackson, 1912; Chesnut and Ettensohn, 1988",0,Yes,Sloan's Valley Kentucky,North America,USA,36.938,-84.538,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Serpukhovian,Serpukhovian,330.9,323.2,327.05,1,68,100,Carbonate,Wackestone,-4.2278,-18.4091,Lepidesthes formosus,Fine Grained
1869,Species,Lepidesthidae,Lepidesthes,formosus,NMNH,USA,"Jackson, 1912",0,Yes,Sloan's Valley Kentucky,North America,USA,36.938,-84.538,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Serpukhovian,Serpukhovian,330.9,323.2,327.05,1,68,100,Carbonate,Wackestone,-4.2278,-18.4091,Lepidesthes formosus,Fine Grained
1925,Species,Palaechinidae,Maccoya,intermedia,MCZ,USA,"Jackson, 1986, 1912",0,NA,"Hook Head, County Wexford, Ireland",Europe,Ireland,52.123,-6.93,Seconds,NA,Hook Head Limestone Formation,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,Wackestone,-2.7542,-6.1085,Maccoya intermedia,Fine Grained
1932,Species,Proterocidaridae,Perischodomus,biserialis,MCZ,USA,"Jackson, 1986",0,NA,"Hook Head, County Wexford, Ireland",Europe,Ireland,52.123,-6.93,Seconds,NA,Hook Head Limestone Formation,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,Wackestone,-2.7542,-6.1085,Perischodomus biserialis,Fine Grained
2001,Species,Archaeocidaridae,Archaeocidaris,wortheni,MCZ,USA,"Jackson, 1896",0,NA,"St. Louis, Missouri",North America,USA,38.609,-90.209,Degrees,NA,St. Louis Limestone,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Mudstone/Wackestone,5.8118,-8.5038,Archaeocidaris wortheni,Fine Grained
2002,Species,Archaeocidaridae,Archaeocidaris,rossica,MCZ,USA,"Jackson, 1912",0,Yes,"Myachkovo quarry, Ramenskiy district, Moscow Region",Asia,Russia,55.538,38.056,Minutes,NA,Suvorovo Formation,NA,Stage,Pennsylvanian,Pennsylvanian,Kasimovian,Kasimovian,307,303.7,305.35,1,65,100,Carbonate,,-2.7544,-7.9202,Archaeocidaris rossica,NA
2003,Species,Archaeocidaridae,Archaeocidaris,urei,MCZ,USA,"Jackson, 1929",0,NA,"Settle, England",Europe,England,54.068,-2.277,Minutes,NA,NA,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,NA,,-2.4204,-6.0225,Archaeocidaris urei,NA
2004,Genus,Archaeocidaridae,Archaeocidaris,sp.,MCZ,USA,"Jackson, 1912",0,Yes,"Myachkovo quarry, Ramenskiy district, Moscow Region",Asia,Russia,55.538,38.056,Minutes,NA,Suvorovo Formation,NA,Stage,Pennsylvanian,Pennsylvanian,Kasimovian,Kasimovian,307,303.7,305.35,1,65,100,Carbonate,,-2.7544,-7.9202,Archaeocidaris,NA
2005,Species,Archaeocidaridae,Archaeocidaris,rossica,MCZ,USA,"Jackson, 1912",0,Yes,"Myachkovo quarry, Ramenskiy district, Moscow Region",Asia,Russia,55.538,38.056,Minutes,NA,Suvorovo Formation,NA,Stage,Pennsylvanian,Pennsylvanian,Kasimovian,Kasimovian,307,303.7,305.35,1,65,100,Carbonate,Wackestone,-2.7544,-7.9202,Archaeocidaris rossica,Fine Grained
2006,Species,Archaeocidaridae,Archaeocidaris,agassizi,MCZ,USA,"Jackson, 1896",0,NA,Burlington Co. Iowa,North America,USA,40.894,-91.182,Degrees,NA,Burlington Limestone,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,Grainstone,-34.9331,-2.8133,Archaeocidaris agassizi,Coarse Grained
2007,Species,Archaeocidaridae,Archaeocidaris,blairi,MCZ,USA,"Jackson, 1912; Thompson et al. 2020",0,Yes,"Canton, Indiana",North America,USA,38.625,-86.035,Minutes,NA,Keokuk Limestone,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,Wackestone,8.0423,-24.7135,Archaeocidaris blairi,Fine Grained
2008,Species,Archaeocidaridae,Archaeocidaris,nerei,MCZ,USA,"Jackson, 1929",0,NA,"Tournai, Belgium",Europe,Belgium,50.603,3.39,Degrees,NA,NA,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,NA,,-2.7161,-5.858,Archaeocidaris nerei,NA
2009,Species,Archaeocidaridae,Archaeocidaris,blairi,MCZ,USA,"Jackson, 1912; Thompson et al. 2020",0,Yes,"Bono, Lawrence Co. Indiana",North America,USA,38.728,-86.356,Minutes,NA,Keokuk Limestone,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Carbonate,,77.4137,-57.0897,Archaeocidaris blairi,NA
2010,Genus,Lepidesthidae,Lepidesthes,sp.,MCZ,USA,"Jackson, 1912",0,Yes,"Crawfordsville, Indiana",North America,USA,40.049,-86.9,Minutes,NA,Edwardsville Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Siliciclastic,,-36.6853,-8.8446,Lepidesthes,NA
2011,Species,Lepidocentridae,Lepidechinus,imbricatus,MCZ,USA,"Jackson, 1912",0,Yes,Burlington Co. Iowa,North America,USA,40.894,-91.182,Degrees,NA,Burlington Limestone,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,,-34.9331,-2.8133,Lepidechinus imbricatus,NA
2012,Species,Lepidocentridae,Lepidechinus,imbricatus,MCZ,USA,"Jackson, 1912",0,Yes,Burlington Co. Iowa,North America,USA,40.894,-91.182,Degrees,NA,Burlington Limestone,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,Grainstone,-34.9331,-2.8133,Lepidechinus imbricatus,Coarse Grained
2013,Species,Proterocidaridae,Perischodomus,tesselatus,MCZ,USA,"Jackson, 1912",0,Yes,Burlington Co. Iowa,North America,USA,40.894,-91.182,Degrees,NA,Burlington Limestone,NA,Stage,Mississippian,Mississippian,Tournaisian,Tournaisian,358.9,346.7,352.8,1,70,100,Carbonate,Grainstone,-34.9331,-2.8133,Perischodomus tesselatus,Coarse Grained
2014,Species,Lepidocentridae,Lepidechinoides,ithacensis,MCZ,USA,"Olsson, 1912; Cooper, 1931b",0,NA,"Portage Quarry, Cornell Campus, Ithaca NY",North America,USA,42.449,-76.476,Minutes,Genesee Group,NA,NA,Stage,Devonian,Devonian,Givetian,Frasnian,387.7,372.2,379.95,2,72,67.74,Siliciclastic,,8.0661,-24.7135,Lepidechinoides ithacensis,NA
2015,Species,Proterocidaridae,Hyattechinus,pentagonus,MCZ,USA,"Jackson, 1912",0,Yes,"Meadville, Pennsylvania",North America,USA,41.642,-80.16,Minutes,Waverly Group,NA,NA,Stage,Devonian,Devonian,Famennian,Famennian,372.2,358.9,365.55,1,71,100,Siliciclastic,Siltstone,-34.4213,-8.0064,Hyattechinus pentagonus,Fine Grained
2016,Species,Lepidesthidae,Lepidesthes,coreyi,MCZ,USA,"Jackson, 1912",0,Yes,"Crawfordsville, Indiana",North America,USA,40.049,-86.9,Minutes,NA,Edwardsville Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Siliciclastic,Siltstone,-36.6853,-8.8446,Lepidesthes coreyi,Fine Grained
2017,Species,Lepidesthidae,Lepidesthes,wortheni,MCZ,USA,"Jackson, 1912",0,Yes,"Crawfordsville, Indiana",North America,USA,40.049,-86.9,Minutes,NA,Edwardsville Formation,NA,Stage,Mississippian,Mississippian,Visean,Visean,346.7,330.9,338.8,1,69,100,Siliciclastic,Siltstone,-36.6853,-8.8446,Lepidesthes wortheni,Fine Grained
